publn_nr,publn_year,permno_adj,IPC1,permno_year
17656964,2001,US000100,A01N_55/00,US0001002001
17656964,2001,US000100,A01N_25/02,US0001002001
17656964,2001,US000100,A01N_43/08,US0001002001
17656964,2001,US000100,B08B_3/08,US0001002001
17656964,2001,US000100,B08B_9/02,US0001002001
17663457,2001,US000100,B05B_17/00,US0001002001
17663457,2001,US000100,B05B_17/06,US0001002001
17665453,2001,US000100,A01N_53/00,US0001002001
17665453,2001,US000100,A01N_25/20,US0001002001
17665453,2001,US000100,A01M_1/20,US0001002001
17666904,2001,US000100,B01F_5/04,US0001002001
17666904,2001,US000100,B67D_7/74,US0001002001
17666904,2001,US000100,F16K_5/06,US0001002001
17666904,2001,US000100,B01F_3/08,US0001002001
17666904,2001,US000100,B01J_4/02,US0001002001
17666904,2001,US000100,G05D_11/00,US0001002001
2249953,2001,US000100,A47L_13/17,US0001002001
2249953,2001,US000100,B32B_5/22,US0001002001
2249953,2001,US000100,A47L_13/40,US0001002001
2249953,2001,US000100,A47L_13/16,US0001002001
2249953,2001,US000100,A47L_13/20,US0001002001
2359820,2001,US000100,B05D_1/02,US0001002001
2359820,2001,US000100,B05B_17/06,US0001002001
2359820,2001,US000100,B05B_17/04,US0001002001
2359820,2001,US000100,B05C_11/105,US0001002001
2394668,2001,US000100,A01N_25/18,US0001002001
2394668,2001,US000100,A61L_9/02,US0001002001
2394668,2001,US000100,A01M_1/20,US0001002001
2394668,2001,US000100,A01N_53/06,US0001002001
2394668,2001,US000100,A01N_53/02,US0001002001
2394668,2001,US000100,A61L_9/04,US0001002001
2394668,2001,US000100,A61L_9/03,US0001002001
24917853,2001,US000100,G01N_21/25,US0001002001
24917853,2001,US000100,G01N_33/02,US0001002001
2518795,2001,US000100,F21S_8/00,US0001002001
2518795,2001,US000100,C08F_14/18,US0001002001
2518795,2001,US000100,F21Y_101/00,US0001002001
2518795,2001,US000100,A61L_9/03,US0001002001
2518795,2001,US000100,F21V_23/04,US0001002001
2518795,2001,US000100,A01M_1/20,US0001002001
2518795,2001,US000100,A01M_1/04,US0001002001
2518795,2001,US000100,F21V_33/00,US0001002001
2521802,2001,US000100,A01M_1/20,US0001002001
2521802,2001,US000100,A61L_9/03,US0001002001
2526696,2001,US000100,D06M_10/00,US0001002001
2526696,2001,US000100,B65D_83/08,US0001002001
2526696,2001,US000100,A47L_13/16,US0001002001
2526696,2001,US000100,A47L_13/40,US0001002001
321218959,2001,US000100,B29C_71/00,US0001002001
3474966,2001,US000100,A01M_1/20,US0001002001
3474966,2001,US000100,A01N_53/04,US0001002001
3474966,2001,US000100,A01N_53/02,US0001002001
3474966,2001,US000100,A01N_25/18,US0001002001
3476854,2001,US000100,C11D_1/29,US0001002001
3476854,2001,US000100,C11D_3/22,US0001002001
3476854,2001,US000100,C11D_3/50,US0001002001
3476854,2001,US000100,C11D_1/83,US0001002001
3476854,2001,US000100,C11D_1/72,US0001002001
3476854,2001,US000100,C11D_3/37,US0001002001
3476854,2001,US000100,A61L_9/05,US0001002001
3476854,2001,US000100,C11D_17/04,US0001002001
45084918,2001,US000100,A01M_13/00,US0001002001
45084918,2001,US000100,F23D_3/24,US0001002001
45084918,2001,US000100,A01M_1/20,US0001002001
45084918,2001,US000100,A61L_9/03,US0001002001
45084918,2001,US000100,A01M_29/12,US0001002001
45603624,2001,US000100,A01M_13/00,US0001002001
45603624,2001,US000100,A61L_9/03,US0001002001
45603624,2001,US000100,A01M_1/20,US0001002001
45616454,2001,US000100,A61L_9/03,US0001002001
45616454,2001,US000100,C11C_5/00,US0001002001
45625976,2001,US000100,C11D_3/20,US0001002001
45625976,2001,US000100,C11D_3/43,US0001002001
45625976,2001,US000100,C11D_3/02,US0001002001
45625976,2001,US000100,A61L_9/01,US0001002001
45625976,2001,US000100,C11D_3/00,US0001002001
45625976,2001,US000100,A61L_9/14,US0001002001
4720019,2001,US000100,B65D_5/54,US0001002001
4720019,2001,US000100,B65D_17/28,US0001002001
4766883,2001,US000100,C08L_29/04,US0001002001
4766883,2001,US000100,A61L_9/16,US0001002001
4766883,2001,US000100,C08K_5/098,US0001002001
4766883,2001,US000100,A61L_9/04,US0001002001
4766883,2001,US000100,C08K_3/04,US0001002001
4766883,2001,US000100,A61L_9/01,US0001002001
4766883,2001,US000100,C08K_5/00,US0001002001
4766883,2001,US000100,C08L_91/00,US0001002001
4766883,2001,US000100,C11B_9/00,US0001002001
4785664,2001,US000100,C11D_3/50,US0001002001
4785664,2001,US000100,C11D_1/72,US0001002001
4785664,2001,US000100,C11D_3/37,US0001002001
4785664,2001,US000100,C11D_1/02,US0001002001
4785664,2001,US000100,A61L_9/05,US0001002001
4785664,2001,US000100,C11D_17/04,US0001002001
4785664,2001,US000100,C11D_1/66,US0001002001
4785664,2001,US000100,C11D_1/29,US0001002001
52855269,2001,US000100,C08J_3/03,US0001002001
53179045,2001,US000100,C11D_11/00,US0001002001
53179045,2001,US000100,C11D_3/00,US0001002001
54057009,2001,US000100,A01M_1/20,US0001002001
54057009,2001,US000100,A61L_9/02,US0001002001
54057009,2001,US000100,A61L_9/03,US0001002001
54145825,2001,US000100,A01M_1/20,US0001002001
54146413,2001,US000100,A01M_1/20,US0001002001
54245700,2001,US000100,G01N_17/04,US0001002001
54245700,2001,US000100,G01N_17/02,US0001002001
54286129,2001,US000100,A01N_53/00,US0001002001
54286129,2001,US000100,A01N_25/34,US0001002001
54286129,2001,US000100,A01N_53/06,US0001002001
54303722,2001,US000100,A01M_1/20,US0001002001
54303722,2001,US000100,A61L_9/03,US0001002001
54304342,2001,US000100,A01M_1/20,US0001002001
54304342,2001,US000100,A61L_9/03,US0001002001
54304342,2001,US000100,A61L_9/02,US0001002001
54910040,2001,US000100,B31B_1/26,US0001002001
54910040,2001,US000100,B31B_23/02,US0001002001
54910040,2001,US000100,B31B_23/26,US0001002001
54910040,2001,US000100,B65D_30/22,US0001002001
54910040,2001,US000100,B31B_1/64,US0001002001
54910040,2001,US000100,B31B_23/14,US0001002001
54910040,2001,US000100,B65D_85/50,US0001002001
54910040,2001,US000100,B65D_30/08,US0001002001
54910040,2001,US000100,B31B_1/14,US0001002001
54910040,2001,US000100,B31B_23/60,US0001002001
54910040,2001,US000100,B65D_81/18,US0001002001
54910040,2001,US000100,B31B_39/00,US0001002001
54910040,2001,US000100,B31B_1/10,US0001002001
54910040,2001,US000100,B65D_30/02,US0001002001
1035355,2002,US000100,G01G_3/12,US0001002002
1035355,2002,US000100,G01G_21/23,US0001002002
13653857,2002,US000100,B65D_83/40,US0001002002
13653857,2002,US000100,B65D_83/14,US0001002002
13653857,2002,US000100,A43D_3/14,US0001002002
13653857,2002,US000100,B65D_83/16,US0001002002
13653857,2002,US000100,B05B_1/02,US0001002002
14064454,2002,US000100,A47J_47/00,US0001002002
14064454,2002,US000100,B32B_7/06,US0001002002
14064454,2002,US000100,B29C_63/00,US0001002002
14064473,2002,US000100,B65D_33/25,US0001002002
14064473,2002,US000100,B65D_33/38,US0001002002
14064473,2002,US000100,B65D_33/00,US0001002002
14064473,2002,US000100,B31B_1/64,US0001002002
14064473,2002,US000100,A44B_19/26,US0001002002
14064473,2002,US000100,B31B_1/90,US0001002002
14064473,2002,US000100,A44B_19/16,US0001002002
14065363,2002,US000100,A47G_1/16,US0001002002
14065363,2002,US000100,C08J_5/18,US0001002002
14065363,2002,US000100,A47J_47/00,US0001002002
14065363,2002,US000100,A01N_25/34,US0001002002
14065363,2002,US000100,A01M_29/12,US0001002002
14065363,2002,US000100,A01M_1/20,US0001002002
14065363,2002,US000100,A47G_23/03,US0001002002
14065363,2002,US000100,B05B_15/04,US0001002002
14065363,2002,US000100,A61F_7/02,US0001002002
14100569,2002,US000100,A47L_9/00,US0001002002
14100569,2002,US000100,B08B_13/00,US0001002002
14100569,2002,US000100,A47L_9/19,US0001002002
14100569,2002,US000100,C09K_3/00,US0001002002
17677678,2002,US000100,B65D_81/34,US0001002002
17677678,2002,US000100,B65D_81/32,US0001002002
17678464,2002,US000100,A61L_9/12,US0001002002
17678464,2002,US000100,B32B_27/08,US0001002002
17678464,2002,US000100,B65D_75/28,US0001002002
17678464,2002,US000100,A01M_1/20,US0001002002
17678464,2002,US000100,B65D_85/00,US0001002002
17678464,2002,US000100,B32B_27/00,US0001002002
2532881,2002,US000100,C11D_3/20,US0001002002
2532881,2002,US000100,A01N_31/02,US0001002002
2532881,2002,US000100,A01N_37/10,US0001002002
2532881,2002,US000100,C11D_3/43,US0001002002
2532881,2002,US000100,A01N_37/36,US0001002002
2532881,2002,US000100,C11D_1/22,US0001002002
2532881,2002,US000100,A01N_31/04,US0001002002
2532881,2002,US000100,C11D_7/50,US0001002002
2532881,2002,US000100,C11D_1/14,US0001002002
2532881,2002,US000100,A01N_37/02,US0001002002
2532881,2002,US000100,A01N_37/04,US0001002002
2532881,2002,US000100,C11D_17/04,US0001002002
2532881,2002,US000100,C11D_3/48,US0001002002
2532881,2002,US000100,C11D_7/26,US0001002002
2534335,2002,US000100,C11D_11/00,US0001002002
2534335,2002,US000100,C11D_3/36,US0001002002
2534335,2002,US000100,C11D_3/32,US0001002002
2534335,2002,US000100,C11D_3/43,US0001002002
2534335,2002,US000100,C11D_3/33,US0001002002
2534335,2002,US000100,C11D_1/72,US0001002002
2534335,2002,US000100,C11D_1/52,US0001002002
2534335,2002,US000100,C09G_1/08,US0001002002
2534335,2002,US000100,C11D_3/37,US0001002002
2534335,2002,US000100,C11D_3/20,US0001002002
2534335,2002,US000100,C11D_1/835,US0001002002
2534335,2002,US000100,C11D_3/30,US0001002002
2553393,2002,US000100,C11D_11/00,US0001002002
2553393,2002,US000100,C11D_3/37,US0001002002
2553602,2002,US000100,A61K_8/44,US0001002002
2553602,2002,US000100,B65D_83/76,US0001002002
2553602,2002,US000100,C11D_7/24,US0001002002
2553602,2002,US000100,C11D_17/00,US0001002002
2553602,2002,US000100,A61K_8/30,US0001002002
2553602,2002,US000100,A61K_8/72,US0001002002
2553602,2002,US000100,C11D_17/04,US0001002002
2553602,2002,US000100,B05B_11/00,US0001002002
2553602,2002,US000100,A61K_8/42,US0001002002
2553602,2002,US000100,A61K_8/31,US0001002002
2553602,2002,US000100,A61K_8/90,US0001002002
2553602,2002,US000100,A61K_8/02,US0001002002
321219402,2002,US000100,C09G_1/16,US0001002002
321219402,2002,US000100,C09G_1/14,US0001002002
321219402,2002,US000100,C09G_1/00,US0001002002
321219402,2002,US000100,C11D_7/50,US0001002002
340356,2002,US000100,C09B_61/00,US0001002002
340356,2002,US000100,A01N_53/06,US0001002002
340356,2002,US000100,G01N_31/22,US0001002002
340356,2002,US000100,A01N_37/18,US0001002002
340356,2002,US000100,A01N_53/02,US0001002002
340356,2002,US000100,A01N_53/08,US0001002002
340356,2002,US000100,A01N_25/18,US0001002002
41317504,2002,US000100,C11C_5/02,US0001002002
41317504,2002,US000100,B44F_1/10,US0001002002
41317504,2002,US000100,B44C_3/00,US0001002002
41317504,2002,US000100,B44C_1/10,US0001002002
41317504,2002,US000100,F21S_10/04,US0001002002
41317504,2002,US000100,F21V_3/04,US0001002002
41317504,2002,US000100,B44C_5/00,US0001002002
41317504,2002,US000100,C11C_5/00,US0001002002
41317504,2002,US000100,B44F_1/02,US0001002002
41317504,2002,US000100,F21V_35/00,US0001002002
41336987,2002,US000100,A47G_27/02,US0001002002
41336987,2002,US000100,A47L_23/22,US0001002002
41336987,2002,US000100,G09F_19/22,US0001002002
41336987,2002,US000100,A47L_23/26,US0001002002
45646294,2002,US000100,A01N_31/02,US0001002002
45646294,2002,US000100,A61L_9/04,US0001002002
45646294,2002,US000100,A61L_9/16,US0001002002
45646294,2002,US000100,A61L_9/12,US0001002002
45646294,2002,US000100,A61L_9/14,US0001002002
45652614,2002,US000100,A01N_25/06,US0001002002
45652614,2002,US000100,A01N_25/22,US0001002002
45652614,2002,US000100,C11D_1/10,US0001002002
45652614,2002,US000100,A01N_31/02,US0001002002
45652614,2002,US000100,C11D_3/43,US0001002002
45652614,2002,US000100,C11D_3/20,US0001002002
45652614,2002,US000100,C11D_17/00,US0001002002
45652614,2002,US000100,C11D_3/48,US0001002002
45652614,2002,US000100,C11D_3/37,US0001002002
45652614,2002,US000100,A01N_33/12,US0001002002
45656707,2002,US000100,B08B_3/08,US0001002002
45656707,2002,US000100,A47L_11/03,US0001002002
45656707,2002,US000100,B05B_1/30,US0001002002
45656707,2002,US000100,B05B_1/08,US0001002002
45656707,2002,US000100,B05B_15/06,US0001002002
45656707,2002,US000100,A47K_3/28,US0001002002
45656707,2002,US000100,B05B_3/02,US0001002002
45656707,2002,US000100,B05B_3/06,US0001002002
45656707,2002,US000100,B05B_1/18,US0001002002
45656707,2002,US000100,A47L_11/38,US0001002002
45656707,2002,US000100,B05B_3/10,US0001002002
45656707,2002,US000100,B08B_3/02,US0001002002
45656707,2002,US000100,B05B_1/14,US0001002002
45656707,2002,US000100,B05B_12/02,US0001002002
45660908,2002,US000100,B65D_5/42,US0001002002
45660908,2002,US000100,B65D_5/50,US0001002002
45660908,2002,US000100,B65D_5/52,US0001002002
45660908,2002,US000100,B65D_85/00,US0001002002
45668889,2002,US000100,A01M_1/20,US0001002002
45668889,2002,US000100,A61L_9/03,US0001002002
45673780,2002,US000100,B65D_25/20,US0001002002
45673780,2002,US000100,B05C_17/005,US0001002002
45673780,2002,US000100,A01M_21/04,US0001002002
45673780,2002,US000100,B05B_9/04,US0001002002
45673780,2002,US000100,A01M_7/00,US0001002002
45673780,2002,US000100,B05B_15/00,US0001002002
45673780,2002,US000100,A46B_11/04,US0001002002
45673780,2002,US000100,A46B_11/02,US0001002002
45673780,2002,US000100,B65D_83/14,US0001002002
45673780,2002,US000100,B65D_83/16,US0001002002
45673780,2002,US000100,A47L_13/22,US0001002002
45674407,2002,US000100,G01F_23/22,US0001002002
45678611,2002,US000100,C11D_3/20,US0001002002
45678611,2002,US000100,C11D_3/37,US0001002002
45678611,2002,US000100,C11D_11/00,US0001002002
45678611,2002,US000100,C11D_3/48,US0001002002
45682838,2002,US000100,G10K_9/122,US0001002002
45682838,2002,US000100,B05B_17/06,US0001002002
46818686,2002,US000100,F25D_3/00,US0001002002
46818686,2002,US000100,F25D_3/08,US0001002002
46818686,2002,US000100,B65D_81/18,US0001002002
46818686,2002,US000100,B65D_81/38,US0001002002
46818686,2002,US000100,B65D_43/02,US0001002002
4741833,2002,US000100,B65D_83/08,US0001002002
4752002,2002,US000100,A47L_15/42,US0001002002
4752002,2002,US000100,A47L_15/00,US0001002002
47946525,2002,US000100,A23L_3/365,US0001002002
47946525,2002,US000100,B65D_33/25,US0001002002
47946525,2002,US000100,B65D_33/00,US0001002002
47946525,2002,US000100,A23L_3/36,US0001002002
47946525,2002,US000100,B65D_81/38,US0001002002
47946525,2002,US000100,A23L_3/01,US0001002002
47946525,2002,US000100,B65D_30/08,US0001002002
47946525,2002,US000100,A23L_3/10,US0001002002
4801907,2002,US000100,A01M_13/00,US0001002002
4801907,2002,US000100,A01M_1/20,US0001002002
4801907,2002,US000100,A61L_9/03,US0001002002
4801907,2002,US000100,A61L_9/02,US0001002002
48268973,2002,US000100,B65D_43/02,US0001002002
48268973,2002,US000100,B65D_43/14,US0001002002
48376511,2002,US000100,B65D_83/08,US0001002002
48376511,2002,US000100,B65D_5/54,US0001002002
48472890,2002,US000100,B29C_47/32,US0001002002
48472890,2002,US000100,B29C_47/88,US0001002002
48472890,2002,US000100,B29C_65/02,US0001002002
48472890,2002,US000100,B29C_47/02,US0001002002
48472890,2002,US000100,B29C_37/00,US0001002002
48472890,2002,US000100,B29C_47/00,US0001002002
48472890,2002,US000100,B29C_65/00,US0001002002
48732498,2002,US000100,C11D_17/04,US0001002002
48732498,2002,US000100,B65D_81/32,US0001002002
48732498,2002,US000100,C11D_17/08,US0001002002
48751677,2002,US000100,A47L_13/40,US0001002002
48751677,2002,US000100,A47L_11/10,US0001002002
48751677,2002,US000100,A47L_13/20,US0001002002
48751972,2002,US000100,A47L_9/02,US0001002002
48751972,2002,US000100,A47L_13/40,US0001002002
48893928,2002,US000100,B65D_83/16,US0001002002
48893928,2002,US000100,B05B_9/04,US0001002002
48893928,2002,US000100,B65D_83/44,US0001002002
49350305,2002,US000100,C11D_11/00,US0001002002
49350305,2002,US000100,C11D_17/00,US0001002002
49350305,2002,US000100,C09G_1/04,US0001002002
49350305,2002,US000100,C11D_3/37,US0001002002
49350305,2002,US000100,C11D_3/18,US0001002002
49350305,2002,US000100,C09K_3/30,US0001002002
49351263,2002,US000100,C11D_17/04,US0001002002
49351263,2002,US000100,C09G_1/04,US0001002002
49351263,2002,US000100,C11D_3/37,US0001002002
49416533,2002,US000100,C11D_3/18,US0001002002
49416533,2002,US000100,C11D_17/04,US0001002002
49416533,2002,US000100,C11D_3/20,US0001002002
49454611,2002,US000100,B05B_17/06,US0001002002
531024,2002,US000100,C04B_41/46,US0001002002
531225,2002,US000100,A61L_9/12,US0001002002
531225,2002,US000100,B05B_12/12,US0001002002
531225,2002,US000100,A61L_9/14,US0001002002
531225,2002,US000100,B65D_83/16,US0001002002
54910430,2002,US000100,A01M_1/20,US0001002002
54910430,2002,US000100,A01M_1/02,US0001002002
54914653,2002,US000100,A61L_9/05,US0001002002
54914653,2002,US000100,A61L_9/12,US0001002002
54914653,2002,US000100,A61L_9/04,US0001002002
54914653,2002,US000100,A61L_9/012,US0001002002
54914653,2002,US000100,A61L_9/01,US0001002002
55760017,2002,US000100,B29C_65/00,US0001002002
55760017,2002,US000100,B29C_65/08,US0001002002
55760017,2002,US000100,B31B_19/90,US0001002002
6919501,2002,US000100,A61K_8/90,US0001002002
6919501,2002,US000100,C10L_1/14,US0001002002
6919501,2002,US000100,A61K_8/31,US0001002002
6919501,2002,US000100,C09G_1/16,US0001002002
6919501,2002,US000100,A61K_8/97,US0001002002
6919501,2002,US000100,C10L_1/22,US0001002002
6919501,2002,US000100,C09K_3/00,US0001002002
6919501,2002,US000100,C09G_1/06,US0001002002
6919501,2002,US000100,C09D_7/00,US0001002002
6919501,2002,US000100,C10M_119/24,US0001002002
6919501,2002,US000100,A61Q_3/02,US0001002002
6919501,2002,US000100,B01J_13/00,US0001002002
6919501,2002,US000100,A61K_8/42,US0001002002
6919501,2002,US000100,A61K_8/02,US0001002002
6919501,2002,US000100,A61K_8/92,US0001002002
6919501,2002,US000100,A61K_8/44,US0001002002
6919501,2002,US000100,C10L_1/16,US0001002002
6919501,2002,US000100,C10L_1/18,US0001002002
6919501,2002,US000100,C10M_169/02,US0001002002
6919501,2002,US000100,A61Q_19/00,US0001002002
6919501,2002,US000100,C10M_119/02,US0001002002
6919501,2002,US000100,C10L_10/00,US0001002002
1068274,2003,US000100,A61L_9/04,US0001002003
1068274,2003,US000100,B65D_85/00,US0001002003
1068274,2003,US000100,A61L_9/03,US0001002003
1068274,2003,US000100,B65D_65/40,US0001002003
1068274,2003,US000100,B32B_15/085,US0001002003
1068274,2003,US000100,B65D_83/00,US0001002003
1068274,2003,US000100,B65D_77/20,US0001002003
1068274,2003,US000100,A61L_9/12,US0001002003
1068274,2003,US000100,A01M_1/20,US0001002003
13114655,2003,US000100,B65D_83/16,US0001002003
13114655,2003,US000100,B65D_83/14,US0001002003
13114655,2003,US000100,B05B_12/02,US0001002003
14108259,2003,US000100,B05B_13/04,US0001002003
14108259,2003,US000100,B67D_7/62,US0001002003
14108259,2003,US000100,B05B_3/02,US0001002003
14108259,2003,US000100,A47K_4/00,US0001002003
14108259,2003,US000100,E03D_9/00,US0001002003
14108259,2003,US000100,B05B_9/08,US0001002003
14118858,2003,US000100,C09B_67/02,US0001002003
14118858,2003,US000100,C02F_1/00,US0001002003
14118858,2003,US000100,C09B_67/22,US0001002003
14118858,2003,US000100,C11D_3/00,US0001002003
14118858,2003,US000100,C09B_67/00,US0001002003
14118858,2003,US000100,C11D_17/00,US0001002003
14118858,2003,US000100,C11D_3/40,US0001002003
14123788,2003,US000100,B65D_83/16,US0001002003
14123788,2003,US000100,B65D_83/14,US0001002003
14126606,2003,US000100,E03D_9/03,US0001002003
14126606,2003,US000100,E03D_9/02,US0001002003
14133934,2003,US000100,B24B_23/04,US0001002003
14133934,2003,US000100,C11D_1/72,US0001002003
14133934,2003,US000100,B24B_29/00,US0001002003
14133934,2003,US000100,C11D_7/26,US0001002003
14133934,2003,US000100,A47L_11/12,US0001002003
14133934,2003,US000100,A46B_13/02,US0001002003
16038853,2003,US000100,A47L_11/22,US0001002003
16038853,2003,US000100,A47L_11/282,US0001002003
16038853,2003,US000100,A47L_11/24,US0001002003
16038853,2003,US000100,A47L_25/00,US0001002003
16038853,2003,US000100,A47L_13/29,US0001002003
16046742,2003,US000100,B05B_17/06,US0001002003
16063461,2003,US000100,B25G_3/16,US0001002003
16063461,2003,US000100,B25G_1/04,US0001002003
16071632,2003,US000100,C09C_3/10,US0001002003
16071632,2003,US000100,D06M_11/46,US0001002003
16071632,2003,US000100,D06M_11/79,US0001002003
16071632,2003,US000100,C09C_1/04,US0001002003
16071632,2003,US000100,C09C_1/30,US0001002003
16071632,2003,US000100,D21H_21/54,US0001002003
16071632,2003,US000100,B08B_17/06,US0001002003
16071632,2003,US000100,D06M_11/44,US0001002003
16071632,2003,US000100,C09C_3/12,US0001002003
16071632,2003,US000100,C04B_41/87,US0001002003
16071632,2003,US000100,D06M_15/263,US0001002003
16071632,2003,US000100,C03C_17/00,US0001002003
16071632,2003,US000100,C09C_1/36,US0001002003
16071632,2003,US000100,D06M_13/513,US0001002003
16071632,2003,US000100,D06M_15/277,US0001002003
16071632,2003,US000100,D06M_15/576,US0001002003
16071632,2003,US000100,D21H_17/69,US0001002003
16071632,2003,US000100,C09K_3/18,US0001002003
16071632,2003,US000100,B05D_5/08,US0001002003
16071632,2003,US000100,C09C_1/40,US0001002003
16071632,2003,US000100,D21H_17/67,US0001002003
16071632,2003,US000100,D06M_23/00,US0001002003
16071632,2003,US000100,D06M_23/08,US0001002003
16071632,2003,US000100,D06M_15/643,US0001002003
16071632,2003,US000100,D06M_11/45,US0001002003
16071632,2003,US000100,C04B_41/50,US0001002003
16071632,2003,US000100,C09D_7/12,US0001002003
16071632,2003,US000100,D06M_11/36,US0001002003
16076190,2003,US000100,B65D_41/22,US0001002003
16077597,2003,US000100,B65D_41/22,US0001002003
17686217,2003,US000100,C11C_5/00,US0001002003
17686217,2003,US000100,C11C_5/02,US0001002003
17690722,2003,US000100,C11D_7/50,US0001002003
17690722,2003,US000100,C11D_3/43,US0001002003
17690722,2003,US000100,C11D_3/20,US0001002003
17690722,2003,US000100,C11D_7/26,US0001002003
17690722,2003,US000100,C11D_3/00,US0001002003
17691620,2003,US000100,B05B_17/06,US0001002003
23838849,2003,US000100,B65D_43/02,US0001002003
23838849,2003,US000100,B65D_43/06,US0001002003
2578816,2003,US000100,A01M_25/00,US0001002003
2578816,2003,US000100,A01M_1/20,US0001002003
2592101,2003,US000100,B05B_17/06,US0001002003
2604447,2003,US000100,E03D_9/03,US0001002003
2606991,2003,US000100,A01N_37/18,US0001002003
2606991,2003,US000100,A01M_1/20,US0001002003
2606991,2003,US000100,A01N_53/02,US0001002003
2606991,2003,US000100,A01N_25/18,US0001002003
2606991,2003,US000100,A61L_9/03,US0001002003
2610653,2003,US000100,B05B_11/00,US0001002003
2632863,2003,US000100,A47L_11/33,US0001002003
2632863,2003,US000100,B65D_5/10,US0001002003
2634580,2003,US000100,A61L_9/12,US0001002003
2634580,2003,US000100,A61L_9/03,US0001002003
2634580,2003,US000100,A61L_9/04,US0001002003
2634580,2003,US000100,B65D_75/00,US0001002003
2639452,2003,US000100,E03D_9/03,US0001002003
2641146,2003,US000100,A01M_1/20,US0001002003
2641146,2003,US000100,A61L_9/12,US0001002003
2641146,2003,US000100,A61L_9/14,US0001002003
2641146,2003,US000100,B05B_17/06,US0001002003
2641146,2003,US000100,A61L_9/04,US0001002003
2641439,2003,US000100,G01N_3/58,US0001002003
2643816,2003,US000100,A61L_9/03,US0001002003
2643816,2003,US000100,C11C_5/00,US0001002003
2643816,2003,US000100,C11C_5/02,US0001002003
2643816,2003,US000100,A61L_9/02,US0001002003
2648799,2003,US000100,B65D_33/25,US0001002003
2648799,2003,US000100,B65D_30/24,US0001002003
2648799,2003,US000100,B65D_33/01,US0001002003
2648799,2003,US000100,B65D_77/22,US0001002003
2659223,2003,US000100,A61L_9/12,US0001002003
2659223,2003,US000100,A61L_9/04,US0001002003
2659223,2003,US000100,A01M_1/20,US0001002003
3502562,2003,US000100,C11D_3/00,US0001002003
3502562,2003,US000100,C11D_17/04,US0001002003
3502562,2003,US000100,C11D_3/20,US0001002003
3502562,2003,US000100,B01D_19/04,US0001002003
3502562,2003,US000100,C11D_3/34,US0001002003
3502562,2003,US000100,C11D_17/08,US0001002003
3502562,2003,US000100,C11D_3/02,US0001002003
3502562,2003,US000100,C11D_3/06,US0001002003
3502562,2003,US000100,C11D_3/37,US0001002003
3502562,2003,US000100,C11D_3/33,US0001002003
3502562,2003,US000100,C11D_3/04,US0001002003
3502562,2003,US000100,C11D_3/10,US0001002003
351960015,2003,US000100,A61L_9/04,US0001002003
351960015,2003,US000100,A61L_9/12,US0001002003
351960015,2003,US000100,A61L_9/03,US0001002003
351960015,2003,US000100,A01M_1/20,US0001002003
41320697,2003,US000100,B65D_65/40,US0001002003
41320697,2003,US000100,B32B_27/32,US0001002003
41320697,2003,US000100,B32B_3/14,US0001002003
41320697,2003,US000100,B65D_65/14,US0001002003
41320697,2003,US000100,C09J_7/02,US0001002003
41322738,2003,US000100,B32B_7/00,US0001002003
41322738,2003,US000100,B32B_38/04,US0001002003
41322738,2003,US000100,B32B_27/00,US0001002003
41322738,2003,US000100,B32B_3/24,US0001002003
41322738,2003,US000100,A47J_47/00,US0001002003
41322738,2003,US000100,B32B_38/06,US0001002003
41322738,2003,US000100,D04H_3/16,US0001002003
41322738,2003,US000100,B32B_37/15,US0001002003
41331087,2003,US000100,A44B_19/36,US0001002003
41331087,2003,US000100,C02F_1/50,US0001002003
41331087,2003,US000100,C02F_9/00,US0001002003
41331087,2003,US000100,B65D_33/25,US0001002003
41331087,2003,US000100,A61L_2/20,US0001002003
41331087,2003,US000100,B67D_3/00,US0001002003
41331087,2003,US000100,B67D_1/07,US0001002003
41331087,2003,US000100,F25D_11/00,US0001002003
41331087,2003,US000100,A44B_19/26,US0001002003
41331087,2003,US000100,A44B_19/16,US0001002003
41331087,2003,US000100,B67D_1/00,US0001002003
41331087,2003,US000100,C02F_1/78,US0001002003
41331087,2003,US000100,C02F_1/68,US0001002003
41331087,2003,US000100,A47J_31/46,US0001002003
42126482,2003,US000100,B65D_83/38,US0001002003
42126482,2003,US000100,B05B_9/04,US0001002003
42126482,2003,US000100,B65D_83/16,US0001002003
42126482,2003,US000100,B65D_83/76,US0001002003
42215853,2003,US000100,C11D_1/72,US0001002003
42215853,2003,US000100,C11D_3/20,US0001002003
42215853,2003,US000100,C11D_17/08,US0001002003
42215853,2003,US000100,C11D_1/02,US0001002003
42215853,2003,US000100,C11D_3/04,US0001002003
42215853,2003,US000100,C11D_3/48,US0001002003
42215853,2003,US000100,C11D_1/83,US0001002003
42215853,2003,US000100,C11D_3/50,US0001002003
42215853,2003,US000100,C11D_3/37,US0001002003
42215853,2003,US000100,C11D_3/22,US0001002003
42215853,2003,US000100,C11D_1/66,US0001002003
42215853,2003,US000100,C11D_1/825,US0001002003
42215853,2003,US000100,C11D_3/43,US0001002003
42215853,2003,US000100,C11D_1/722,US0001002003
45201899,2003,US000100,C09G_1/04,US0001002003
45201899,2003,US000100,C11D_3/18,US0001002003
45201899,2003,US000100,C11D_17/00,US0001002003
45201899,2003,US000100,C11D_3/37,US0001002003
45201899,2003,US000100,C11D_11/00,US0001002003
